single_layer_without_softmaxboot(QKV),32.510
single_layer_without_softmaxboot(QK^T),18.314
single_layer_without_softmaxboot(softmax*V),1.084
ct_pt_matrix_mul_without_preprocessing,8.565
ct_pt_matrix_mul_without_preprocessing,8.230
ct_pt_matrix_mul_without_preprocessing,8.676
ct_pt_matrix_mul_without_preprocessing,8.666
ct_pt_matrix_mul_without_preprocessing,7.699
ct_pt_matrix_mul_without_preprocessing,11.856
ct_pt_matrix_mul_without_preprocessing,8.344
ct_pt_matrix_mul_without_preprocessing,8.371
ct_pt_matrix_mul_without_preprocessing,7.946
ct_pt_matrix_mul_without_preprocessing,4.361
ct_pt_matrix_mul_without_preprocessing,6.945
ct_pt_matrix_mul_without_preprocessing,6.136
ct_pt_matrix_mul_without_preprocessing,6.842
ct_pt_matrix_mul_without_preprocessing,6.803
ct_pt_matrix_mul_without_preprocessing,7.223
ct_pt_matrix_mul_without_preprocessing,5.938
ct_pt_matrix_mul_without_preprocessing,8.589
ct_pt_matrix_mul_without_preprocessing,9.117
ct_pt_matrix_mul_without_preprocessing,2.663
ct_pt_matrix_mul_without_preprocessing,3.004
ct_pt_matrix_mul_without_preprocessing,2.189
ct_pt_matrix_mul_without_preprocessing,6.181
ct_pt_matrix_mul_without_preprocessing,5.936
ct_pt_matrix_mul_without_preprocessing,3.533
ct_pt_matrix_mul_without_preprocessing,6.703
ct_pt_matrix_mul_without_preprocessing,6.651
ct_pt_matrix_mul_without_preprocessing,4.242
ct_pt_matrix_mul_without_preprocessing,3.689
ct_pt_matrix_mul_without_preprocessing,5.767
ct_pt_matrix_mul_without_preprocessing,6.747
ct_pt_matrix_mul_without_preprocessing,3.703
ct_pt_matrix_mul_without_preprocessing,9.545
ct_pt_matrix_mul_without_preprocessing,6.291
ct_pt_matrix_mul_without_preprocessing,6.968
ct_pt_matrix_mul_without_preprocessing,8.865
ct_pt_matrix_mul_without_preprocessing,6.270
ct_pt_matrix_mul_without_preprocessing,6.585
